Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Num points	Area µm^2	Perimeter µm
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	469.62	1536.6	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	235.82	286.52	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	373.19	1343.7	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	191.51	412.17	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	564.51	1630.6	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	490.22	1579.5	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	332.08	1297.1	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1457.7	1262.1	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	728.43	64.61	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1233.3	1512.4	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	911.92	1677.9	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	624.18	1725.4	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	708.19	51.43	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Antral	Antral	Image	Points	771.8	1616.6	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	561.37	1608.4	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	690.75	1713	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Antral	Antral	Image	Points	1477	1070.3	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	572.73	1658.4	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	707.39	68.51	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1114.4	1604.9	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	347.91	1307	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Secondary	Secondary	Image	Points	1154.4	192.01	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	386.46	1340.2	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	508.58	98.07	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	232.84	389.19	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primary	Primary	Image	Points	503.44	108.3	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	554.91	1600.5	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	546.23	1635.5	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Transitional Primary	Transitional Primary	Image	Points	348.8	1242.9	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	654.22	1728.7	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	675.73	1724.7	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	325.93	1242.7	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	437.62	1433.1	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	398.82	1441.1	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	537.13	1637.2	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	880.18	73.77	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	607.54	56.59	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	580.82	64.07	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1129.8	1570.4	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1480.7	1206.6	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Multi-oocytic	Multi-oocytic	Image	Points	358.29	1191.8	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Transitional Primary	Transitional Primary	Image	Points	455.04	125.04	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Atretic Antral	Atretic Antral	Image	Points	502.92	1308.7	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Antral	Antral	Image	Points	873.31	1626.9	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1201.9	234.57	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1447	526.96	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	905.26	102.58	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1372	1365.7	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	711.32	59.37	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	489.63	1550.9	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	975.27	100.15	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1016.7	1656.2	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	592.09	1630.1	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primary	Primary	Image	Points	1074.3	156.43	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1082.7	1610.2	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Transitional Primordial	Transitional Primordial	Image	Points	569.04	103.16	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1153.8	1578.9	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1052.8	1615.6	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	756.11	1724.5	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1236.9	267.95	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1053.9	1597.8	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	866.8	1693.3	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Atretic Antral	Atretic Antral	Image	Points	778.93	181.32	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	235.18	237.07	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primary	Primary	Image	Points	496.72	802.59	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	689.66	54.48	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	815.68	1706.3	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	298.89	1118.3	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	228.77	822.28	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	763.86	1737.4	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1359	1358.6	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	581.97	1609.7	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1306.2	1417.4	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Antral	Antral	Image	Points	461.54	1122.4	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	567.99	1655	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	352.68	1359.7	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	482.26	1531.4	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	637.71	49.78	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Secondary	Secondary	Image	Points	1215.2	257.03	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	670.14	1718.3	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primary	Primary	Image	Points	1497.3	992.53	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Transitional Primordial	Transitional Primordial	Image	Points	773.1	1732	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	620.88	59.44	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	771.35	40.9	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Transitional Primary	Transitional Primary	Image	Points	435.26	1394.5	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	923.22	100.32	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	804.25	1727.4	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	705.93	1708.8	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	521.67	1607.3	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	722.9	39.74	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	990.32	107.12	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1188.4	1545.4	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	698.4	64.82	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	798.4	1707.7	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	331.54	1320.6	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	789.65	45.02	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Transitional Primordial	Transitional Primordial	Image	Points	767.46	75.16	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Unkown?	Unkown?	Image	Points	1464	1186.7	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Transitional Primordial	Transitional Primordial	Image	Points	843.08	1709.2	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	960.76	97.96	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	303.02	1132.8	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Transitional Primordial	Transitional Primordial	Image	Points	192.31	383.68	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	218.61	257.23	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	404.81	1427.1	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	555.07	85.27	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	664.24	1741.5	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Transitional Primordial	Transitional Primordial	Image	Points	202.67	410.89	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	257.89	899.76	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	351.99	130.59	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1502.7	713.22	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1413.1	468.14	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1390.6	1342.5	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1034.6	1642.3	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1081.4	1600.6	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	562.27	1660.8	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1103.4	1601.3	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primary	Primary	Image	Points	499.07	1527.5	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	878.14	1698.9	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	172.65	359.12	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	348.09	1316.5	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1004.2	1662	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Transitional Primary	Transitional Primary	Image	Points	781.83	86.63	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1343.9	1393.9	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	545.97	1625.2	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	888.19	1697.3	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	424.04	1429.5	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1175	1560.2	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1025.1	1647.6	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	360.88	1328.5	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	929.57	1696.9	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	337.98	1326.1	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1319.9	336.86	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	376.91	125.92	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	256.82	1014.4	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	305.29	1139.8	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	448.99	1496.3	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	424.96	1411.9	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1128.9	1582.3	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	233.24	876.86	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	792.45	1728.8	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	448.14	1516.6	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1096.5	1611.4	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1107.7	152.79	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	651.41	51.14	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1108.8	1586.7	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	292.79	1129.1	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	237.1	269.95	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	300.05	167.9	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Multi-oocytic	Multi-oocytic	Image	Points	253.65	357.14	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	378.84	1398.9	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	425.54	1421.5	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	560.61	1638.1	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	798.32	1729.2	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	498.79	97.06	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Antral	Antral	Image	Points	312.26	993.16	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	833.68	66.18	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	874.9	84.32	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1192.1	1536.8	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Unkown?	Unkown?	Image	Points	683.41	77.9	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	639.15	1672	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	624.07	1718.1	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1475.7	550.18	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1195.9	1550.9	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	215.01	308.74	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1280.5	281.59	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1139.2	1564.8	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1065.6	1592.4	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Transitional Primordial	Transitional Primordial	Image	Points	246.96	855.53	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Unkown?	Unkown?	Image	Points	1352.7	376.81	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1184.4	1534.9	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1080.4	1621.9	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	970.59	1639.1	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1497.3	977.49	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	307.89	172.97	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Unkown?	Unkown?	Image	Points	1503	950.34	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1009.9	1627.9	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	596.56	1698.2	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	951.95	1670.9	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	665.4	67.06	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1098.9	161.3	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	461.23	1528.5	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	881.53	1691.1	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	763.58	41.43	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1261.5	1485.7	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1277.8	1469	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1143.8	1551.5	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	181.57	365.98	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	544.71	121.92	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	319.9	1234.8	1	NaN	NaN
